trial,money_left,weeks_left,money_right,weeks_right,choice,biggerchosen,pair,time,date
1,6350,9,5450,3,right,0,15,29.098,Fri Apr 15 10:26:25 2016
2,5300,2,5150,1,right,0,1,6.961,Fri Apr 15 10:26:34 2016
3,5600,4,6500,10,left,0,17,11.133,Fri Apr 15 10:26:46 2016
4,6050,7,6350,9,left,0,10,12.484,Fri Apr 15 10:27:01 2016
5,5300,2,5150,1,right,0,1,8.362,Fri Apr 15 10:27:11 2016
6,1150,1,1350,7,left,0,22,2.191,Fri Apr 15 10:27:14 2016
7,6350,9,6200,8,right,0,8,3.524,Fri Apr 15 10:27:18 2016
8,6350,9,6200,8,right,0,8,6.613,Fri Apr 15 10:27:25 2016
9,1250,4,1350,7,left,0,20,10.38,Fri Apr 15 10:27:36 2016
10,6500,10,6350,9,right,0,9,2.825,Fri Apr 15 10:27:40 2016
11,1450,10,1350,7,right,0,21,5.126,Fri Apr 15 10:27:46 2016
12,6500,10,5150,1,right,0,18,1.923,Fri Apr 15 10:27:48 2016
13,6500,10,5150,1,right,0,18,2.723,Fri Apr 15 10:27:52 2016
14,5600,4,5450,3,right,0,3,3.276,Fri Apr 15 10:27:56 2016
15,6350,9,6050,7,right,0,10,3.942,Fri Apr 15 10:28:00 2016
16,5600,4,5450,3,right,0,3,2.958,Fri Apr 15 10:28:04 2016
17,5300,2,5450,3,left,0,2,2.14,Fri Apr 15 10:28:07 2016
18,1450,10,1350,7,right,0,21,2.109,Fri Apr 15 10:28:09 2016
19,1350,7,1450,10,left,0,21,2.424,Fri Apr 15 10:28:13 2016
20,5450,3,6350,9,left,0,15,3.709,Fri Apr 15 10:28:17 2016
21,6050,7,6200,8,right,1,7,1.573,Fri Apr 15 10:28:19 2016
22,1450,10,1150,1,right,0,24,2.875,Fri Apr 15 10:28:22 2016
23,5300,2,5450,3,left,0,2,1.873,Fri Apr 15 10:28:25 2016
24,1450,10,1350,7,right,0,21,6.528,Fri Apr 15 10:28:33 2016
25,6500,10,5600,4,right,0,17,1.573,Fri Apr 15 10:28:35 2016
26,5150,1,5300,2,left,0,1,1.806,Fri Apr 15 10:28:37 2016
27,1250,4,1150,1,right,0,19,1.957,Fri Apr 15 10:28:40 2016
28,1150,1,1250,4,left,0,19,1.441,Fri Apr 15 10:28:42 2016
29,6200,8,6500,10,left,0,11,1.822,Fri Apr 15 10:28:44 2016
30,5450,3,5150,1,right,0,4,2.007,Fri Apr 15 10:28:47 2016
31,6200,8,6500,10,left,0,11,2.222,Fri Apr 15 10:28:50 2016
32,5300,2,5150,1,right,0,1,1.757,Fri Apr 15 10:28:52 2016
33,5300,2,6200,8,left,0,13,1.64,Fri Apr 15 10:28:54 2016
34,1450,10,1250,4,right,0,23,1.908,Fri Apr 15 10:28:57 2016
35,5600,4,6050,7,left,0,14,2.758,Fri Apr 15 10:29:00 2016
36,1150,1,1350,7,left,0,22,1.724,Fri Apr 15 10:29:02 2016
37,1450,10,1250,4,right,0,23,1.572,Fri Apr 15 10:29:05 2016
38,1350,7,1450,10,left,0,21,1.607,Fri Apr 15 10:29:07 2016
39,6050,7,5150,1,right,0,16,1.605,Fri Apr 15 10:29:10 2016
40,5300,2,5150,1,right,0,1,2.374,Fri Apr 15 10:29:13 2016
41,1450,10,1350,7,right,0,21,1.471,Fri Apr 15 10:29:15 2016
42,6350,9,5450,3,right,0,15,2.342,Fri Apr 15 10:29:18 2016
43,6350,9,5450,3,right,0,15,1.557,Fri Apr 15 10:29:21 2016
44,1250,4,1150,1,right,0,19,6.411,Fri Apr 15 10:29:28 2016
45,5450,3,6350,9,left,0,15,1.522,Fri Apr 15 10:29:30 2016
46,5300,2,5450,3,left,0,2,1.473,Fri Apr 15 10:29:32 2016
47,6500,10,6200,8,right,0,11,2.207,Fri Apr 15 10:29:35 2016
48,5600,4,5150,1,right,0,6,1.807,Fri Apr 15 10:29:38 2016
49,5600,4,5150,1,right,0,6,1.571,Fri Apr 15 10:29:40 2016
50,6350,9,6050,7,right,0,10,1.958,Fri Apr 15 10:29:42 2016
51,6500,10,6050,7,right,0,12,1.306,Fri Apr 15 10:29:44 2016
52,1150,1,1450,10,left,0,24,1.457,Fri Apr 15 10:29:46 2016
53,5300,2,6200,8,left,0,13,1.624,Fri Apr 15 10:29:49 2016
54,1450,10,1150,1,right,0,24,1.374,Fri Apr 15 10:29:51 2016
55,1250,4,1150,1,right,0,19,1.389,Fri Apr 15 10:29:53 2016
56,5450,3,5600,4,left,0,3,2.558,Fri Apr 15 10:29:57 2016
57,5150,1,5600,4,left,0,6,1.424,Fri Apr 15 10:29:59 2016
58,5150,1,6050,7,left,0,16,1.157,Fri Apr 15 10:30:01 2016
59,1450,10,1150,1,right,0,24,1.841,Fri Apr 15 10:30:04 2016
60,1150,1,1450,10,left,0,24,2.208,Fri Apr 15 10:30:09 2016
61,1450,10,1150,1,right,0,24,1.438,Fri Apr 15 10:30:11 2016
62,1450,10,1350,7,right,0,21,2.491,Fri Apr 15 10:30:14 2016
63,1150,1,1350,7,left,0,22,2.491,Fri Apr 15 10:30:18 2016
64,5300,2,5600,4,left,0,5,2.073,Fri Apr 15 10:30:21 2016
65,1350,7,1150,1,right,0,22,1.424,Fri Apr 15 10:30:23 2016
66,6500,10,6200,8,right,0,11,1.791,Fri Apr 15 10:30:25 2016
67,1150,1,1350,7,left,0,22,1.371,Fri Apr 15 10:30:28 2016
68,6200,8,6350,9,left,0,8,1.774,Fri Apr 15 10:30:30 2016
69,5600,4,6500,10,left,0,17,1.373,Fri Apr 15 10:30:33 2016
70,5600,4,6050,7,left,0,14,1.089,Fri Apr 15 10:30:34 2016
71,5300,2,6200,8,left,0,13,1.455,Fri Apr 15 10:30:37 2016
72,5150,1,5300,2,left,0,1,1.223,Fri Apr 15 10:30:39 2016
73,6500,10,6050,7,right,0,12,1.907,Fri Apr 15 10:30:42 2016
74,6050,7,6500,10,left,0,12,1.372,Fri Apr 15 10:30:44 2016
75,5150,1,5300,2,left,0,1,1.356,Fri Apr 15 10:30:46 2016
76,6350,9,5450,3,right,0,15,1.608,Fri Apr 15 10:30:48 2016
77,6200,8,6350,9,left,0,8,2.99,Fri Apr 15 10:30:52 2016
78,6200,8,6500,10,left,0,11,1.773,Fri Apr 15 10:30:55 2016
79,5450,3,5600,4,left,0,3,1.256,Fri Apr 15 10:30:57 2016
80,5150,1,6050,7,left,0,16,1.106,Fri Apr 15 10:30:59 2016
81,6350,9,6500,10,left,0,9,2.824,Fri Apr 15 10:31:02 2016
82,5150,1,5450,3,left,0,4,1.406,Fri Apr 15 10:31:04 2016
83,6500,10,6050,7,right,0,12,0.939,Fri Apr 15 10:31:05 2016
84,1350,7,1150,1,right,0,22,1.49,Fri Apr 15 10:31:08 2016
85,1350,7,1250,4,right,0,20,1.639,Fri Apr 15 10:31:10 2016
86,5150,1,6500,10,left,0,18,1.475,Fri Apr 15 10:31:12 2016
87,6200,8,5300,2,right,0,13,2.675,Fri Apr 15 10:31:16 2016
88,5450,3,5300,2,right,0,2,2.208,Fri Apr 15 10:31:19 2016
89,5600,4,5450,3,right,0,3,1.29,Fri Apr 15 10:31:21 2016
90,5450,3,5150,1,right,0,4,1.005,Fri Apr 15 10:31:23 2016
91,6350,9,5450,3,right,0,15,1.123,Fri Apr 15 10:31:24 2016
92,6200,8,6050,7,right,0,7,1.256,Fri Apr 15 10:31:26 2016
93,5600,4,5300,2,right,0,5,1.706,Fri Apr 15 10:31:29 2016
94,6500,10,5600,4,right,0,17,1.471,Fri Apr 15 10:31:31 2016
95,6350,9,6200,8,right,0,8,1.672,Fri Apr 15 10:31:33 2016
96,6050,7,5600,4,right,0,14,1.089,Fri Apr 15 10:31:35 2016
97,6500,10,6350,9,right,0,9,2.389,Fri Apr 15 10:31:38 2016
98,6050,7,5150,1,right,0,16,1.94,Fri Apr 15 10:31:41 2016
99,5600,4,5150,1,right,0,6,1.438,Fri Apr 15 10:31:44 2016
100,6500,10,5600,4,right,0,17,1.289,Fri Apr 15 10:31:46 2016
101,5300,2,5600,4,right,1,5,0.856,Fri Apr 15 10:31:49 2016
102,1450,10,1150,1,right,0,24,2.791,Fri Apr 15 10:31:52 2016
103,6350,9,6500,10,left,0,9,3.925,Fri Apr 15 10:31:57 2016
104,6200,8,6500,10,left,0,11,2.591,Fri Apr 15 10:32:00 2016
105,5450,3,5150,1,right,0,4,1.822,Fri Apr 15 10:32:03 2016
106,1450,10,1250,4,right,0,23,1.757,Fri Apr 15 10:32:05 2016
107,1150,1,1250,4,left,0,19,4.442,Fri Apr 15 10:32:10 2016
108,6350,9,6200,8,right,0,8,1.623,Fri Apr 15 10:32:12 2016
109,6500,10,6050,7,right,0,12,1.238,Fri Apr 15 10:32:14 2016
110,1450,10,1150,1,right,0,24,1.223,Fri Apr 15 10:32:16 2016
111,6350,9,6050,7,right,0,10,1.822,Fri Apr 15 10:32:19 2016
112,6500,10,6350,9,right,0,9,1.106,Fri Apr 15 10:32:20 2016
113,5150,1,5300,2,left,0,1,1.088,Fri Apr 15 10:32:22 2016
114,6200,8,6500,10,left,0,11,1.974,Fri Apr 15 10:32:25 2016
115,6500,10,6200,8,right,0,11,2.957,Fri Apr 15 10:32:28 2016
116,5300,2,5600,4,left,0,5,1.472,Fri Apr 15 10:32:30 2016
117,1450,10,1250,4,right,0,23,1.94,Fri Apr 15 10:32:33 2016
118,5150,1,6050,7,left,0,16,1.122,Fri Apr 15 10:32:35 2016
119,6050,7,6200,8,left,0,7,1.722,Fri Apr 15 10:32:37 2016
120,6500,10,6050,7,right,0,12,1.456,Fri Apr 15 10:32:39 2016
121,6200,8,5300,2,right,0,13,1.456,Fri Apr 15 10:32:41 2016
122,1450,10,1350,7,right,0,21,1.372,Fri Apr 15 10:32:44 2016
123,6500,10,6200,8,right,0,11,1.271,Fri Apr 15 10:32:46 2016
124,5150,1,5450,3,left,0,4,1.208,Fri Apr 15 10:32:47 2016
125,5300,2,5450,3,left,0,2,1.505,Fri Apr 15 10:32:50 2016
126,6050,7,6500,10,left,0,12,1.139,Fri Apr 15 10:32:51 2016
127,5300,2,5600,4,left,0,5,1.205,Fri Apr 15 10:32:54 2016
128,6350,9,6050,7,right,0,10,1.156,Fri Apr 15 10:32:55 2016
129,6200,8,5300,2,right,0,13,1.655,Fri Apr 15 10:32:58 2016
130,5600,4,5150,1,right,0,6,2.09,Fri Apr 15 10:33:00 2016
131,5600,4,6050,7,left,0,14,1.739,Fri Apr 15 10:33:03 2016
132,5450,3,5300,2,right,0,2,2.457,Fri Apr 15 10:33:06 2016
133,1350,7,1150,1,right,0,22,1.989,Fri Apr 15 10:33:10 2016
134,1350,7,1250,4,right,0,20,1.94,Fri Apr 15 10:33:12 2016
135,6200,8,6050,7,right,0,7,1.823,Fri Apr 15 10:33:15 2016
136,5600,4,5300,2,right,0,5,1.623,Fri Apr 15 10:33:17 2016
137,5300,2,5600,4,left,0,5,1.956,Fri Apr 15 10:33:20 2016
138,6350,9,6200,8,right,0,8,2.056,Fri Apr 15 10:33:22 2016
139,5600,4,6500,10,left,0,17,1.605,Fri Apr 15 10:33:25 2016
140,6050,7,6500,10,left,0,12,1.54,Fri Apr 15 10:33:27 2016
141,6200,8,5300,2,right,0,13,1.338,Fri Apr 15 10:33:29 2016
142,5450,3,5600,4,left,0,3,1.322,Fri Apr 15 10:33:31 2016
143,5600,4,6050,7,left,0,14,1.555,Fri Apr 15 10:33:33 2016
144,6200,8,5300,2,right,0,13,1.624,Fri Apr 15 10:33:35 2016
145,1150,1,1250,4,left,0,19,1.155,Fri Apr 15 10:33:37 2016
146,6050,7,5150,1,right,0,16,1.24,Fri Apr 15 10:33:39 2016
147,5600,4,6500,10,left,0,17,3.875,Fri Apr 15 10:33:44 2016
148,6500,10,5600,4,right,0,17,1.725,Fri Apr 15 10:33:47 2016
149,5300,2,5450,3,left,0,2,1.706,Fri Apr 15 10:33:49 2016
150,5600,4,5300,2,right,0,5,1.325,Fri Apr 15 10:33:51 2016
151,1250,4,1350,7,left,0,20,1.622,Fri Apr 15 10:33:54 2016
152,6500,10,5150,1,right,0,18,1.439,Fri Apr 15 10:33:56 2016
153,1250,4,1350,7,left,0,20,2.374,Fri Apr 15 10:33:59 2016
154,6500,10,6350,9,right,0,9,1.256,Fri Apr 15 10:34:01 2016
155,1150,1,1250,4,left,0,19,1.222,Fri Apr 15 10:34:03 2016
156,5450,3,5600,4,left,0,3,2.241,Fri Apr 15 10:34:06 2016
157,1250,4,1450,10,left,0,23,1.839,Fri Apr 15 10:34:08 2016
158,5600,4,5150,1,right,0,6,1.891,Fri Apr 15 10:34:11 2016
159,6050,7,6350,9,left,0,10,1.639,Fri Apr 15 10:34:13 2016
160,6500,10,6350,9,right,0,9,1.34,Fri Apr 15 10:34:16 2016
161,1450,10,1150,1,right,0,24,2.006,Fri Apr 15 10:34:18 2016
162,5600,4,5450,3,right,0,3,3.305,Fri Apr 15 10:34:22 2016
163,1450,10,1250,4,right,0,23,1.339,Fri Apr 15 10:34:24 2016
164,1250,4,1350,7,left,0,20,1.756,Fri Apr 15 10:34:27 2016
165,1250,4,1450,10,left,0,23,1.255,Fri Apr 15 10:34:28 2016
166,1450,10,1350,7,right,0,21,1.423,Fri Apr 15 10:34:30 2016
167,5450,3,5150,1,right,0,4,1.622,Fri Apr 15 10:34:33 2016
168,1450,10,1250,4,right,0,23,2.958,Fri Apr 15 10:34:36 2016
169,6200,8,6350,9,left,0,8,1.605,Fri Apr 15 10:34:38 2016
170,6200,8,6050,7,right,0,7,1.24,Fri Apr 15 10:34:40 2016
171,6500,10,6050,7,right,0,12,1.205,Fri Apr 15 10:34:42 2016
172,6200,8,5300,2,right,0,13,1.522,Fri Apr 15 10:34:44 2016
173,6200,8,6050,7,right,0,7,1.752,Fri Apr 15 10:34:46 2016
174,5150,1,5600,4,left,0,6,1.156,Fri Apr 15 10:34:48 2016
175,1150,1,1250,4,left,0,19,1.237,Fri Apr 15 10:34:50 2016
176,6050,7,6350,9,left,0,10,2.991,Fri Apr 15 10:34:53 2016
177,6050,7,6200,8,left,0,7,1.105,Fri Apr 15 10:34:55 2016
178,1350,7,1250,4,right,0,20,2.024,Fri Apr 15 10:34:58 2016
179,5600,4,5300,2,right,0,5,2.941,Fri Apr 15 10:35:01 2016
180,5150,1,6050,7,left,0,16,1.088,Fri Apr 15 10:35:03 2016
181,1250,4,1350,7,left,0,20,1.805,Fri Apr 15 10:35:06 2016
182,6350,9,6500,10,left,0,9,1.606,Fri Apr 15 10:35:08 2016
183,6050,7,6350,9,left,0,10,2.172,Fri Apr 15 10:35:11 2016
184,6200,8,6350,9,left,0,8,1.473,Fri Apr 15 10:35:13 2016
185,6500,10,5150,1,right,0,18,1.155,Fri Apr 15 10:35:15 2016
186,1250,4,1350,7,left,0,20,1.089,Fri Apr 15 10:35:17 2016
187,5150,1,6050,7,left,0,16,8.947,Fri Apr 15 10:35:27 2016
188,6350,9,6050,7,right,0,10,1.757,Fri Apr 15 10:35:30 2016
189,5450,3,5150,1,right,0,4,1.305,Fri Apr 15 10:35:32 2016
190,5300,2,6200,8,left,0,13,1.307,Fri Apr 15 10:35:34 2016
191,6500,10,5150,1,right,0,18,2.09,Fri Apr 15 10:35:37 2016
192,5600,4,5150,1,right,0,6,1.307,Fri Apr 15 10:35:39 2016
193,1350,7,1150,1,right,0,22,1.055,Fri Apr 15 10:35:40 2016
194,5150,1,5600,4,left,0,6,1.372,Fri Apr 15 10:35:42 2016
195,6200,8,6050,7,right,0,7,1.422,Fri Apr 15 10:35:44 2016
196,5450,3,5300,2,right,0,2,4.893,Fri Apr 15 10:35:50 2016
197,5150,1,6500,10,left,0,18,1.154,Fri Apr 15 10:35:51 2016
198,1450,10,1350,7,right,0,21,1.407,Fri Apr 15 10:35:53 2016
199,1150,1,1350,7,left,0,22,1.056,Fri Apr 15 10:35:55 2016
200,5150,1,5450,3,left,0,4,1.506,Fri Apr 15 10:35:57 2016
201,5600,4,5450,3,right,0,3,1.689,Fri Apr 15 10:35:59 2016
202,5150,1,5600,4,left,0,6,1.389,Fri Apr 15 10:36:01 2016
203,5600,4,6500,10,left,0,17,1.422,Fri Apr 15 10:36:04 2016
204,1350,7,1250,4,right,0,20,1.69,Fri Apr 15 10:36:06 2016
205,6050,7,5150,1,right,0,16,2.323,Fri Apr 15 10:36:09 2016
206,5150,1,5450,3,left,0,4,1.156,Fri Apr 15 10:36:10 2016
207,1150,1,1250,4,left,0,19,1.104,Fri Apr 15 10:36:12 2016
208,5150,1,5300,2,left,0,1,1.238,Fri Apr 15 10:36:14 2016
209,6350,9,6050,7,right,0,10,1.622,Fri Apr 15 10:36:16 2016
210,5150,1,5300,2,left,0,1,3.09,Fri Apr 15 10:36:20 2016
211,5450,3,5150,1,right,0,4,1.187,Fri Apr 15 10:36:21 2016
212,6350,9,6500,10,left,0,9,1.774,Fri Apr 15 10:36:24 2016
213,5600,4,5450,3,right,0,3,1.955,Fri Apr 15 10:36:27 2016
214,5600,4,6050,7,left,0,14,1.289,Fri Apr 15 10:36:29 2016
215,5450,3,6350,9,left,0,15,1.488,Fri Apr 15 10:36:31 2016
216,1250,4,1150,1,right,0,19,1.723,Fri Apr 15 10:36:33 2016
217,6050,7,5150,1,right,0,16,1.421,Fri Apr 15 10:36:35 2016
218,5300,2,5600,4,left,0,5,1.658,Fri Apr 15 10:36:38 2016
219,1150,1,1450,10,left,0,24,1.59,Fri Apr 15 10:36:40 2016
220,6500,10,5600,4,right,0,17,1.54,Fri Apr 15 10:36:42 2016
221,6050,7,5600,4,right,0,14,1.772,Fri Apr 15 10:36:45 2016
222,6500,10,5150,1,right,0,18,1.572,Fri Apr 15 10:36:47 2016
223,5600,4,6050,7,left,0,14,1.822,Fri Apr 15 10:36:50 2016
224,6500,10,5150,1,right,0,18,1.956,Fri Apr 15 10:36:52 2016
225,5450,3,6350,9,left,0,15,1.422,Fri Apr 15 10:36:54 2016
226,6200,8,6050,7,right,0,7,1.289,Fri Apr 15 10:36:56 2016
227,6200,8,6500,10,left,0,11,2.156,Fri Apr 15 10:36:59 2016
228,5600,4,6050,7,left,0,14,1.523,Fri Apr 15 10:37:01 2016
229,6350,9,5450,3,right,0,15,2.057,Fri Apr 15 10:37:04 2016
230,5450,3,5300,2,right,0,2,1.941,Fri Apr 15 10:37:06 2016
231,1150,1,1350,7,left,0,22,1.421,Fri Apr 15 10:37:08 2016
232,5600,4,6050,7,left,0,14,1.973,Fri Apr 15 10:37:11 2016
233,6200,8,6350,9,left,0,8,2.189,Fri Apr 15 10:37:14 2016
234,6500,10,6350,9,right,0,9,1.824,Fri Apr 15 10:37:16 2016
235,6500,10,6050,7,right,0,12,1.304,Fri Apr 15 10:37:18 2016
236,6200,8,6050,7,right,0,7,2.023,Fri Apr 15 10:37:21 2016
237,5150,1,6500,10,left,0,18,1.221,Fri Apr 15 10:37:23 2016
238,1250,4,1450,10,left,0,23,1.339,Fri Apr 15 10:37:25 2016
239,5300,2,5450,3,left,0,2,1.473,Fri Apr 15 10:37:27 2016
240,1450,10,1250,4,right,0,23,2.424,Fri Apr 15 10:37:31 2016
